work_year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_size,employees_residence,companys_location
2022,SE-Senior/Expert,Full time,Data Scientist,37824,0,M,Spain,Spain
2022,SE-Senior/Expert,Full time,Data Analyst,115934,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,81666,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,175000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,140000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Research Engineer,249500,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Research Engineer,149850,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Analytics Engineer,122500,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Analytics Engineer,100000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,249500,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,149850,0,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Data Analyst,55000,0,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Data Analyst,48000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Research Scientist,249500,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Research Scientist,149850,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Computer Vision Engineer,58837,100,S,France,France
2022,SE-Senior/Expert,Full time,Data Engineer,190000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,120000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,127000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,104000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,210000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,150000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Machine Learning Engineer,150000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,210000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,130000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,182750,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,161500,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Analyst,102640,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Analyst,66100,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Research Scientist,210000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Research Scientist,150000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,198800,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,122600,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Engineer,130000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Engineer,80000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,136000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,104000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,150000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,100000,100,M,United States of America,United States of America
2022,EX-Executive/Director,Full time,Data Scientist,159000,100,M,United States of America,United States of America
2022,EX-Executive/Director,Full time,Data Scientist,130000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,215000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,150000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Engineer,187000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Engineer,153000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Machine Learning Engineer,255000,100,M,Mexico,Mexico
2022,SE-Senior/Expert,Full time,Machine Learning Engineer,185000,100,M,Mexico,Mexico
2022,MI-Mid/Intermediate,Full time,Data Analyst,430967,0,M,United Kingdom,United Kingdom
2022,MI-Mid/Intermediate,Full time,Data Analyst,55410,0,M,United Kingdom,United Kingdom
2022,SE-Senior/Expert,Full time,Data Analyst,50432,0,M,Spain,Spain
2022,SE-Senior/Expert,Full time,Data Analyst,39925,0,M,Spain,Spain
2022,SE-Senior/Expert,Full time,Data Analyst,169000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,110600,0,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,BI Data Analyst,60938,0,L,Germany,Germany
2022,SE-Senior/Expert,Full time,BI Developer,140000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,BI Developer,120000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,3D Computer Vision Researcher,10000,50,S,Canada,Albania
2022,EN-Entry/Junior,Full time,Data Analyst,50000,50,L,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,MLOps Engineer,134000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,MLOps Engineer,124000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,166700,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,119000,0,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Data Scientist,124234,0,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Data Scientist,74540,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Analyst,100000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Analyst,65000,100,M,United States of America,United States of America
2021,MI-Mid/Intermediate,Full time,Data Analyst,16904,50,L,India,India
2022,EN-Entry/Junior,Full time,AI Scientist,200000,50,L,Canada,Canada
2022,EN-Entry/Junior,Full time,Machine Learning Engineer,12000,100,L,Argentina,Argentina
2022,SE-Senior/Expert,Full time,Data Engineer,220000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,146000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,68293,0,M,Spain,Spain
2022,SE-Senior/Expert,Full time,Data Specialist,110000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Specialist,70000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Architect,190000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Architect,135000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,128000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,81500,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,173000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,110000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Machine Learning Engineer,192000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Machine Learning Engineer,120000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Principal Machine Learning Engineer,190000,100,L,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,194000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,129400,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,201000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,89200,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,165000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,125000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Applied Scientist,230000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Applied Scientist,196000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Machine Learning Engineer,130000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Machine Learning Engineer,90000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Machine Learning Researcher,150000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Machine Learning Researcher,100000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Machine Learning Engineer,230000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Machine Learning Engineer,150000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Machine Learning Researcher,130000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Scientist,180000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Scientist,120000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,192500,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,140000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,152500,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,65000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,55000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,178750,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,160000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Scientist,63040,100,M,France,France
2022,MI-Mid/Intermediate,Full time,Machine Learning Scientist,165000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Machine Learning Scientist,135000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Analytics Engineer,170000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Analytics Engineer,125000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,105000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,70000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,130000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,95000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,203500,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,152000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,197430,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,134760,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Scientist,120000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,197000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,99000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,162000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Engineer,110446,0,M,Lithuania,Lithuania
2022,MI-Mid/Intermediate,Full time,Data Engineer,79178,0,M,Lithuania,Lithuania
2022,MI-Mid/Intermediate,Full time,Data Science Consultant,70186,0,M,United Kingdom,United Kingdom
2022,MI-Mid/Intermediate,Full time,Data Science Consultant,51716,0,M,United Kingdom,United Kingdom
2022,SE-Senior/Expert,Full time,Data Architect,149040,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Architect,113900,100,M,United States of America,United States of America
2020,MI-Mid/Intermediate,Full time,Business Data Analyst,95000,0,M,United States of America,United States of America
2021,SE-Senior/Expert,Full time,Data Analyst,115000,100,S,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,171000,100,L,United States of America,Australia
2022,EN-Entry/Junior,Full time,Data Analytics Engineer,13000,100,S,Argentina,Argentina
2022,EN-Entry/Junior,Freelance,Data Analytics Consultant,50000,100,S,Belgium,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,185900,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,129300,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,230000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,154600,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Engineer,75000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,213000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,152000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,120000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,110000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,70000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Machine Learning Software Engineer,227200,100,M,Canada,Canada
2022,SE-Senior/Expert,Full time,Machine Learning Software Engineer,168000,100,M,Canada,Canada
2021,EN-Entry/Junior,Full time,3D Computer Vision Researcher,20000,0,M,American Samoa,American Samoa
2022,MI-Mid/Intermediate,Full time,Data Scientist,64090,0,M,Germany,Germany
2022,MI-Mid/Intermediate,Full time,Data Scientist,60938,0,M,Germany,Germany
2022,SE-Senior/Expert,Full time,ML Engineer,243000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,ML Engineer,183000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,150000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Scientist,130000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Scientist,90000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Analyst,165000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Analyst,124000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,178000,0,M,Canada,Canada
2022,SE-Senior/Expert,Full time,Data Engineer,132000,0,M,Canada,Canada
2022,SE-Senior/Expert,Full time,Data Engineer,300000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,116000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,96000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,92350,0,M,United Kingdom,United Kingdom
2022,SE-Senior/Expert,Full time,Data Analyst,70186,0,M,United Kingdom,United Kingdom
2022,SE-Senior/Expert,Full time,Data Analyst,105000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,70000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Machine Learning Researcher,105236,50,L,Canada,Canada
2022,SE-Senior/Expert,Full time,Data Analyst,100000,0,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Machine Learning Engineer,189750,0,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Machine Learning Engineer,140250,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,130000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Analyst,160000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Analyst,109000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Research Engineer,250000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Research Engineer,150000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Analyst,206000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,135000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Machine Learning Engineer,115573,100,M,France,France
2022,SE-Senior/Expert,Full time,Machine Learning Engineer,73546,100,M,France,France
2022,SE-Senior/Expert,Full time,Data Engineer,42026,0,M,Spain,Spain
2022,SE-Senior/Expert,Full time,Data Engineer,191200,0,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Machine Learning Research Engineer,66192,50,L,Germany,Germany
2022,EN-Entry/Junior,Full time,3D Computer Vision Researcher,50000,100,S,United States of America,Costa Rica
2022,SE-Senior/Expert,Full time,Data Engineer,230000,0,L,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,154600,0,L,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Analyst,80000,100,L,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Analytics Engineer,135000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Analytics Engineer,110000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Analytics Manager,155000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Analytics Manager,140000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,205000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,179500,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,134000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,145000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Architect,235000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Architect,175000,100,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Data Science Consultant,27317,50,L,Spain,Spain
2022,MI-Mid/Intermediate,Full time,Data Engineer,90000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Specialist,165000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Specialist,135000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,168400,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,105200,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Deep Learning Engineer,86193,100,M,United Kingdom,United Kingdom
2022,MI-Mid/Intermediate,Full time,Deep Learning Engineer,49253,100,M,United Kingdom,United Kingdom
2022,SE-Senior/Expert,Full time,Data Engineer,200000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,198800,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,122600,0,M,United States of America,United States of America
2022,EN-Entry/Junior,Freelance,Machine Learning Engineer,100000,100,M,"Iran, Islamic Republic of","Iran, Islamic Republic of"
2022,MI-Mid/Intermediate,Full time,BI Data Analyst,105066,50,M,France,France
2022,MI-Mid/Intermediate,Full time,Analytics Engineer,104663,0,M,United Kingdom,United Kingdom
2022,MI-Mid/Intermediate,Full time,Analytics Engineer,73880,0,M,United Kingdom,United Kingdom
2022,SE-Senior/Expert,Full time,Data Engineer,125000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,110000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,148000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,107000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Analyst,100000,0,M,Canada,Canada
2022,MI-Mid/Intermediate,Full time,Data Analyst,65000,0,M,Canada,Canada
2022,SE-Senior/Expert,Full time,Data Engineer,63040,0,M,Portugal,Portugal
2022,SE-Senior/Expert,Full time,Data Engineer,36773,0,M,Portugal,Portugal
2022,SE-Senior/Expert,Full time,Data Science Manager,299500,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Science Manager,245100,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,168000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,130000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Engineer,161000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Engineer,118000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Applied Scientist,205000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Science Manager,247500,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Science Manager,172200,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Management Specialist,68293,0,L,Italy,Italy
2022,SE-Senior/Expert,Full time,Data Analyst,177000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,131000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,146000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,102000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Engineer,80000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Engineer,65000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,61566,100,M,United Kingdom,United Kingdom
2022,SE-Senior/Expert,Full time,Data Engineer,43096,100,M,United Kingdom,United Kingdom
2022,MI-Mid/Intermediate,Full time,Data Engineer,175000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Engineer,135000,100,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Data Scientist,80000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,231250,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,138750,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Analytics Engineer,193750,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Analytics Engineer,116250,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Analytics Engineer,231250,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Analytics Engineer,138750,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,193750,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,116250,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,208000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,127000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Research Scientist,300000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Research Scientist,196000,100,M,United States of America,United States of America
2021,MI-Mid/Intermediate,Freelance,Autonomous Vehicle Technician,45555,50,M,American Samoa,Bahamas
2022,SE-Senior/Expert,Full time,Data Scientist,205000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,185000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Machine Learning Engineer,247500,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Machine Learning Engineer,172200,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,110000,0,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Data Scientist,17684,100,M,Hungary,Hungary
2022,SE-Senior/Expert,Full time,Data Science Tech Lead,375000,50,L,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,225000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,156400,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Machine Learning Engineer,104663,0,M,United Kingdom,United Kingdom
2022,MI-Mid/Intermediate,Full time,Machine Learning Engineer,80036,0,M,United Kingdom,United Kingdom
2022,SE-Senior/Expert,Full time,Data Scientist,140700,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,93800,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,350000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,135000,100,M,United States of America,United States of America
2022,EN-Entry/Junior,Part time,BI Analyst,12000,100,L,Mexico,United States of America
2022,MI-Mid/Intermediate,Full time,Machine Learning Engineer,104697,100,L,Switzerland,Switzerland
2022,EN-Entry/Junior,Full time,Machine Learning Developer,33000,100,S,Italy,Germany
2022,EN-Entry/Junior,Full time,Machine Learning Scientist,34672,100,S,Italy,Germany
2022,SE-Senior/Expert,Full time,Machine Learning Engineer,201000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Machine Learning Engineer,119000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,175000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,154560,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,123648,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Engineer,170000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Engineer,145000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,135000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,100000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,247500,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,172200,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,177500,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,134000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Architect,192564,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Architect,144854,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,179305,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,142127,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,315000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,225000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,243900,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,156600,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Analyst,79000,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Scientist Lead,89306,50,L,Austria,Austria
2022,SE-Senior/Expert,Full time,Data Engineer,182500,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,128500,100,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Data Manager,77300,100,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Data Manager,45600,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Analyst,110000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Architect,210000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Architect,136000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Cloud Data Engineer,12608,100,S,Slovakia,Slovakia
2022,SE-Senior/Expert,Full time,Data Engineer,170000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,140000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,247500,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,172200,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,225000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,184100,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Scientist,100000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Scientist,85000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Scientist,78000,100,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,161000,100,M,United States of America,United States of America
2022,EX-Executive/Director,Full time,Head of Data,205000,0,M,United States of America,United States of America
2022,EX-Executive/Director,Full time,Head of Data,160000,0,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Data Engineer,61566,100,M,United Kingdom,United Kingdom
2022,EN-Entry/Junior,Full time,Data Engineer,49253,100,M,United Kingdom,United Kingdom
2022,SE-Senior/Expert,Full time,Data Scientist,245000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,180000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Engineer,220000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,198440,0,L,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Data Scientist,144000,0,L,United States of America,United States of America
